Number of bedrooms,Number of bathrooms,Living area sqft,Number of schools nearby,Distance from the airport,Price
5,4.5,4300,1,51,975000
4,2.75,3520,3,54,859990
3,2.5,3190,3,75,814842
5,2.5,2900,3,63,808900
4,2.25,3220,2,76,800000
4,3.5,3560,1,67,790000
4,2.5,3500,2,69,790000
3,3.5,3190,1,70,780000
3,1.75,2050,2,52,745000
5,2.25,3320,1,72,665000
3,1,1060,2,65,641200
4,2.75,3040,1,67,640000
4,3.25,3420,3,78,635000
3,1.5,1230,2,80,625000
4,3,2530,2,55,625000
4,2.25,2210,1,54,620000
4,2.5,2090,3,55,601000
5,2.5,2780,3,75,582000
7,2.75,2310,3,67,580000
3,2.25,1790,2,76,578000
4,1.75,2440,1,75,575000
4,2,1790,1,80,570000
4,1.75,2140,2,54,565000
5,1.5,2240,1,71,534950
4,2.25,2130,3,80,530000
3,1.5,1560,3,80,525000
5,3,2360,3,69,504600
3,1.5,1320,3,64,500000
4,2.5,2090,1,68,489900
3,3,2440,2,50,483000
4,2.75,2200,1,67,475000
3,3.25,1380,2,69,475000
2,2.5,1140,2,54,467000
4,2.5,2230,1,80,464950
3,2.5,1610,3,73,460000
3,2.5,1810,1,75,450000
3,1.75,1450,3,69,440000
3,2.25,1900,2,74,440000
4,1,1760,2,51,429950
4,1.75,1430,3,78,412000
3,1.5,1600,3,76,405000
3,2.5,2020,2,79,400000
3,2.5,1470,2,67,397500
4,2.5,2240,2,57,389950
3,2,1860,3,80,385000
2,1,1470,1,78,380000
3,1,1170,1,51,370000
3,1.75,1640,1,50,369950
4,2.5,2650,1,77,350000
4,2.5,2490,3,53,344200
4,2.5,2340,2,54,339900
3,2.25,2090,2,68,339000
4,2.5,1920,2,65,329950
3,2.25,1930,3,66,326000
3,1.75,1640,1,64,319000
3,1.5,1480,2,71,319000
3,1.75,1660,3,57,315000
3,1.75,1810,1,69,314000
4,2.25,2560,2,53,303000
3,2.5,1600,2,69,299950
3,2.5,1650,3,68,299000
2,1,840,2,59,290000
3,1.75,1220,1,80,289900
3,2.5,1690,1,59,270000
3,2,1680,2,52,258000
2,1,1030,2,74,250000
3,1,920,3,54,250000
3,1.75,1440,3,62,246000
3,2.5,2350,3,51,235000
3,1.5,1330,3,56,230000
3,1.75,1140,1,65,206000
3,1.5,1820,2,62,205000
2,1,890,3,74,199990
2,1,810,1,72,194900
2,1,640,1,77,165000
2,1,950,1,72,162950
3,1.5,1480,1,57,160000
4,2.75,3010,3,69,839950
4,2.5,2900,1,76,690000
2,1,1290,2,74,492000
2,1,900,1,54,451000
3,2.5,1320,1,76,369000
3,2.25,1530,3,65,335000
3,1,950,1,79,335000
4,1.5,2220,1,74,320000
3,1.75,1420,1,71,235000
4,2.25,2030,3,59,579000
3,2.5,1870,3,60,300000
3,1.75,1720,1,74,285000
4,4.5,4650,2,58,1750000
4,2.25,3470,1,79,1730000
5,3.5,5930,3,58,1520000
4,4.25,3650,1,80,1520000
2,3.25,2700,2,50,1370000
4,2.5,3730,3,64,1260000
3,3,4560,1,61,1220000
3,2.5,3430,2,53,1200000
5,3.25,3070,1,72,1110000
4,3.5,2210,1,51,1100000
4,4,5320,2,52,1060000
4,3.25,3600,3,75,1030000
5,2.5,2750,1,51,980000
4,2,2190,2,54,980000
3,3.25,3330,1,70,950000
4,3.25,3820,2,71,950000
3,2.5,3940,1,75,933399
3,3.5,3790,3,55,929950
3,3.25,4030,3,53,890000
4,3,2720,1,60,850000
3,2.25,2220,2,63,850000
4,1.75,1760,1,60,810000
6,2.75,3040,3,79,799950
4,2.5,2880,1,57,775000
3,2.75,3010,3,61,745000
5,3,2970,1,50,726000
4,2.75,2840,2,59,718500
3,1,1640,1,65,716100
3,2.5,2550,1,53,711000
2,1.75,2140,1,60,675000
4,2.5,2900,2,71,675000
2,1.75,1650,2,52,670000
4,1.75,2010,3,54,650000
3,2.5,2540,2,72,650000
4,2.5,2530,1,73,650000
1,1,920,3,69,650000
3,2.5,1910,2,75,650000
4,2.5,2510,3,65,630000
4,2.5,2660,1,73,629000
3,1.75,1950,3,67,615000
3,1.75,1630,3,53,610000
4,2.75,3030,1,80,608250
2,2,1270,2,76,605000
3,2.5,1640,1,77,602000
4,1.5,1770,2,72,600000
5,2.5,2950,2,59,599000
4,1.75,3140,2,68,585000
3,2,2040,3,67,580000
3,2.5,3200,2,77,580000
3,1,1140,3,77,576000
4,1.5,2810,3,50,575000
5,2.5,2990,1,71,575000
4,2.25,2070,3,64,575000
4,2.5,2640,3,52,570000
4,1.75,1980,3,64,560000
3,2.5,2120,1,58,559950
3,1.75,1570,2,50,555000
3,1.75,1680,2,55,550000
3,1.75,1410,3,63,550000
2,1.75,1460,2,51,540000
3,2,1540,2,64,529950
3,2.5,3070,1,59,529000
5,2.5,2360,3,65,525000
3,1.75,1510,3,60,516130
3,2.5,1540,2,78,515000
3,2,1620,3,71,498000
3,1.5,2240,1,77,497000
4,2.25,1960,1,63,490000
4,2.5,2846,2,77,482000
3,1.75,1650,2,60,476000
3,1,1480,1,76,455000
2,1.5,1310,1,67,450000
4,2.5,2448,2,50,447055
3,2.5,1740,3,79,447000
3,2,1870,3,55,432000
3,2.5,1440,2,63,430000
4,1.5,1540,2,75,415000
3,2,1520,1,79,413000
3,2,1270,2,67,410000
2,1.75,1510,2,76,406500
2,1.75,1610,2,79,397000
4,2.5,2200,3,60,396800
3,2.25,1640,2,64,390000
3,1,1030,2,67,385000
3,1,1020,1,79,380000
3,2.5,1800,1,59,379900
3,1,1060,3,78,364500
3,2.25,2130,3,71,360000
3,1,1400,2,62,359950
3,1,940,2,67,358000
3,2.25,1322,2,52,350000
4,2.25,2210,3,52,336000
4,2.5,1830,1,56,335000
3,1.75,1010,3,76,325000
3,2,1770,1,52,320900
3,1.75,2000,1,68,320000
4,2.5,2330,3,66,308000
4,2.75,2420,3,68,307999
3,1,1240,2,73,294950
3,1,1300,2,74,281000
3,1.75,1430,2,54,279000
3,1.5,1540,1,69,270000
2,1,1150,2,68,270000
3,2.5,1520,1,68,269950
3,1.75,1170,3,73,265000
3,1,1170,3,75,252000
3,1.5,1010,3,73,240000
4,1,1280,1,74,239000
2,1,710,1,74,239000
3,1,920,3,53,210000
2,1,820,3,63,208000
1,0.75,590,2,51,202000
1,1.5,1010,3,72,200000
3,1,1510,2,54,199000
3,1,1250,3,69,170000
3,1.5,1370,1,66,168000
3,2.25,3170,2,62,1600000
5,4,3760,1,76,1380000
5,1,1670,2,52,1300000
4,2.5,4240,1,53,1160000
3,2.5,3050,2,73,975000
5,3.5,3750,2,51,942500
5,3,3850,1,55,925000
3,2.25,2380,2,79,921000
4,2.5,3560,1,63,907687
4,1.75,2260,3,53,864000
4,2.5,3290,2,57,856500
6,3.25,4920,3,80,850000
4,2.25,2290,1,71,840500
5,2.5,2890,3,51,825000
3,1.5,1370,2,70,815000
5,1.5,1720,3,78,775000
4,1.75,2670,2,59,750000
4,2.25,2290,2,75,745000
4,2.5,3050,1,72,740000
4,2.5,2770,2,77,711000
4,2.5,3420,1,58,650000
4,2.75,2330,2,80,645000
2,1,1420,3,54,641000
4,2.5,2500,1,66,640000
5,2,1900,2,56,630000
4,2.5,2570,3,54,625000
3,2,1880,2,58,625000
3,1.5,1800,2,70,607500
4,2.75,2150,2,52,607000
3,1,940,2,78,600000
2,1,1180,3,54,600000
3,2.5,2150,2,74,587000
3,2.5,2050,3,77,585000
4,2.5,2550,2,67,575000
4,2.5,2350,2,64,561600
3,2.5,2620,3,56,557500
3,2,2380,1,54,550000
3,2.5,2660,1,80,545000
4,2.75,3180,3,58,510000
4,2.75,2910,2,77,504058
3,2.5,1620,3,60,498000
5,1.75,2760,3,69,495000
4,2.25,2800,2,67,490000
3,2.5,1930,2,64,490000
5,3.25,2180,3,55,473000
3,2.25,1780,1,62,470000
2,1.5,1140,3,78,466000
2,1,1110,3,76,448000
4,1.75,2430,3,57,445000
3,2,2190,1,53,432000
3,2.5,1710,3,55,431000
2,2,1440,1,76,430000
3,2.5,1970,3,69,425500
3,1.75,1320,3,60,409950
2,2.25,1640,3,59,409000
3,1.5,1010,2,53,405500
3,1.75,1480,2,68,402500
5,1.75,2300,3,77,400000
3,2,1590,1,50,399950
4,1.75,1970,3,62,396000
3,2.75,1950,1,74,390000
1,1.75,1440,2,62,390000
4,1.75,2220,1,69,374000
4,1.75,1890,3,59,372000
4,2.5,2130,1,67,370000
3,2,1460,1,54,362764
3,1,1600,2,59,355000
3,3,3200,2,55,350000
2,1.75,1080,3,80,350000
4,1.75,1800,2,63,340000
3,2,1130,2,79,340000
3,1.75,1510,2,54,330000
3,2.5,1256,1,54,316750
3,1,1210,3,68,310000
2,1.5,1090,2,61,306000
3,1,1030,3,78,305000
4,2.75,2030,2,50,302000
3,1,1280,1,68,291000
2,1.75,1440,2,57,282500
3,2.5,2010,1,68,282000
4,2.25,2670,1,78,275000
3,1.5,1060,2,79,275000
3,1.75,1300,2,66,275000
4,2,2440,3,58,274700
4,2,1870,3,78,272000
3,1.75,1890,2,76,271900
3,1.75,1790,2,62,263000
2,1,940,1,57,252000
4,2.75,1910,1,76,250000
3,2,1470,1,67,245000
4,1,2240,2,50,242000
4,1,1400,1,74,238000
3,1,1160,1,53,237000
3,1.5,1060,1,60,219000
3,1,1040,3,67,212000
2,1,1060,1,68,205000
4,2.5,1840,3,73,190000
5,1.75,1990,1,53,185000
3,1,1510,1,80,185000
3,1,840,3,58,178000
3,1.5,1350,2,78,170000
2,0.75,550,2,78,115000
3,3.5,3680,1,75,1230000
3,2.5,2670,1,51,1170000
5,3.25,4475,1,52,1040000
5,3.25,2700,1,57,950000
4,2.5,3670,1,54,885250
4,1.75,2170,3,71,842000
4,2.5,3650,2,79,835000
3,2.5,1630,2,58,800000
4,2.5,2290,3,53,785000
4,2.5,2980,3,58,765000
3,2.5,3090,2,50,751000
3,2.5,2010,1,73,749950
3,3,1660,1,79,716000
4,2.5,2590,1,52,700000
4,3.25,3250,2,53,699188
3,1.75,1670,3,80,699000
4,2.5,2170,3,57,685000
4,3,2500,3,73,670000
3,1.75,1770,2,69,667000
3,2.5,1730,2,80,665000
4,2.75,3550,3,74,659950
3,2,1410,1,60,655000
3,1.75,2340,2,51,645000
5,3,2460,3,76,637000
3,2.5,1530,2,58,635000
5,1.75,2490,3,59,630000
3,1,1040,1,54,626000
4,3.5,4170,1,72,623300
4,1.5,1350,1,54,595000
5,2.25,2340,1,73,572000
3,3,2110,3,58,565000
4,1,1540,2,50,565000
3,2.5,1960,3,52,560000
3,1,1600,1,71,550000
3,2.5,2290,2,77,550000
3,1.5,1380,1,69,549900
4,2.5,2360,3,76,542126
4,2.5,2290,2,70,540000
5,2.25,2500,2,69,525000
4,1.75,1240,1,66,520000
2,1,1360,1,70,520000
3,2.25,1850,1,80,520000
2,1,833,2,79,517534
3,2.5,2360,3,59,515000
3,2.25,1710,3,67,500000
3,2.5,1800,2,53,485000
3,2.5,1940,3,63,480000
4,2.5,3620,2,68,480000
4,2.5,3274,1,64,478830
2,1.75,1710,3,77,475000
3,1,1010,1,72,470000
3,1.75,1680,1,80,469000
3,1,1490,3,77,460500
5,2,1910,2,77,460000
4,1.75,2390,2,62,450000
2,2,1900,1,73,450000
3,1.5,1520,1,62,450000
4,1.5,1860,1,56,443000
3,1.75,1950,1,69,440000
3,2.25,1550,3,53,430000
3,1,1350,2,53,427500
2,1,2230,3,60,426000
4,2,1590,2,60,414050
4,2.5,2311,1,71,399440
3,2.5,1350,2,61,389500
3,2.5,2220,1,72,382450
3,1.75,1790,1,55,382000
3,1.75,2040,1,62,379950
3,2.5,1330,3,71,375000
3,1,1520,3,61,375000
3,1,1380,2,62,365000
3,1.75,1520,1,50,360000
4,1.75,2140,1,56,360000
3,1,1070,2,58,357500
3,1,1160,3,60,351000
2,2.5,1290,1,55,350500
3,1.75,1970,3,57,350000
3,1,1790,2,53,350000
3,1,1010,3,80,347000
3,1,1120,2,53,345000
3,1,1010,3,56,340000
3,2.25,2820,1,64,336000
3,2.75,2850,2,61,335000
3,1,1030,2,62,332500
4,2.5,2160,2,57,325000
4,1.75,1310,2,70,323000
4,2.75,2610,3,68,320000
3,2.5,1820,2,56,320000
4,2,1780,3,73,318500
3,2.5,2090,1,69,300000
1,1,1110,2,64,293000
2,1.5,1010,1,68,289000
2,1,1000,3,67,286300
4,1.75,1850,1,50,270000
3,2.25,1740,2,59,269900
3,1.75,1890,3,61,267300
3,1.75,1100,3,70,260000
3,2.5,1578,3,53,259950
3,1.75,1240,2,80,259000
2,1,990,2,50,250000
3,1,1590,2,66,247200
4,1.75,1400,2,59,242025
2,1,1800,1,64,228000
3,1.5,1410,3,50,226740
3,1.5,1500,3,74,215000
2,1,1450,2,56,210000
3,2.75,2270,3,60,199950
3,1,1170,1,79,192950
4,1.75,1850,3,58,181100
3,1,890,2,53,169000
2,1,930,2,52,105500
2,3,2210,1,75,1260000
6,3.5,4310,3,75,1170000
4,3.25,3190,2,63,1100000
4,3.25,4800,1,58,1080000
4,2.75,3090,2,77,1000000
3,2.5,2160,1,56,990000
5,2.5,2900,3,61,968000
4,2,2330,1,52,891000
5,2.75,2830,1,63,820000
2,1.75,1550,1,51,805000
4,2.5,3160,1,70,795000
4,2.75,2900,1,59,785000
4,3.5,4130,1,78,775000
4,3.5,3950,3,60,771150
5,1.5,2160,1,74,770000
3,2.5,3680,3,77,770000
3,1.75,2080,2,64,695000
3,2.25,2260,2,56,675000
4,2.5,2470,2,80,669000
4,2.5,2430,1,50,658100
3,1.75,1480,1,55,656000
4,2.5,2860,1,61,645000
4,2,2260,2,76,635000
4,2.25,2240,2,55,635000
3,2.25,1270,3,59,625504
3,2.5,1910,1,68,615000
5,3.5,3610,2,69,587000
5,2.75,3550,2,62,580000
3,1.75,2100,2,78,580000
3,2.25,2110,2,58,525000
2,1.75,1210,1,79,510000
3,2.25,1760,1,58,500000
2,1.5,1590,1,57,490000
3,3.25,1740,3,78,470000
6,3,2300,3,74,464000
3,2.25,2100,3,51,445000
3,1.75,1490,3,63,445000
3,2.5,2170,1,80,443500
3,2,1550,3,66,440000
3,2.5,1650,3,56,438000
4,1,1620,2,79,430000
4,1,1800,2,75,425000
4,2.5,2550,1,65,419500
5,3,3045,2,63,414000
3,1.75,2110,3,59,400000
4,1.75,1320,3,64,399700
4,2,1950,2,58,392500
3,1.5,1360,2,53,385000
6,3,2320,3,75,384000
4,2.25,1860,3,77,380000
2,1,940,3,51,375000
1,1,720,2,75,375000
4,3.5,2720,2,61,365000
2,1,760,3,67,361600
4,2.5,2080,1,62,360000
3,2,1930,1,79,360000
3,1.75,1250,2,79,350000
2,1.75,1740,2,59,350000
3,2.5,1400,2,69,346100
3,2,1410,1,70,340000
5,2,1860,2,67,338000
3,3,1430,2,57,335000
4,2.25,2140,2,67,322500
5,4,2900,1,69,312000
3,2.25,1920,1,70,299000
3,1,1370,3,79,280000
3,2.5,1490,1,54,265950
2,1,1600,1,56,265000
3,1.75,2259,3,68,262500
4,2.25,2160,3,62,260000
3,1.5,1210,1,75,257500
3,2,1420,1,61,252000
3,1.75,2080,3,64,249900
3,2,1220,1,52,249900
2,1,860,1,60,245000
3,1,1510,2,71,239000
3,1.5,1610,3,52,238000
3,2,1110,1,75,235000
2,1,670,1,67,235000
4,1,1270,1,59,226000
3,2.25,1400,1,52,220000
3,1.75,1290,2,67,205000
5,1.75,1798,2,68,199900
3,1.75,1300,2,68,198000
2,1,830,1,54,150000
2,1,770,2,63,100000
5,3.25,3730,2,67,2540000
4,4.25,5180,2,68,1490000
4,2.75,3460,3,58,1090000
4,2.25,2420,1,76,945000
3,2.75,3390,3,77,915000
5,2.5,3190,3,62,865000
4,3.5,3980,1,66,810000
4,2.5,3691,3,52,800000
5,2.5,2590,3,51,779380
3,2.5,2620,3,58,750000
5,3,2640,2,74,739375
4,2.5,3100,3,63,735000
4,2.5,2740,2,64,730000
3,1.75,1530,2,59,725000
3,3.25,3230,2,61,715000
3,2.25,3130,1,64,710000
2,1.75,2320,3,57,705000
4,2.5,2990,2,59,698000
4,2.25,1930,1,59,689888
4,1.5,1420,2,79,679000
3,1.75,1850,3,71,678100
4,2.5,2620,1,70,675000
3,1.75,1280,3,73,670000
2,2.5,2600,2,68,665000
3,2,1620,2,60,665000
4,2.5,2500,1,61,639000
4,2.5,2170,3,53,638150
3,2.5,1730,1,69,625000
3,1.75,2330,3,70,605000
4,2.75,2910,3,75,590000
4,2.5,2290,3,69,590000
3,2,2064,1,69,567035
4,2.5,2580,3,58,552250
3,2.25,1920,2,52,549000
4,2.75,2790,2,78,535365
5,2.75,2540,3,66,531000
3,2.25,1940,3,55,529000
4,1.75,2220,2,77,526000
4,2.75,2310,2,67,524000
4,2.5,2340,3,64,522250
3,3,2100,3,61,515000
3,2.5,2480,1,79,498000
3,2.25,1870,3,72,497000
4,3,3760,1,67,494500
3,1.75,1720,3,76,490000
3,2.5,3160,2,61,488000
4,1,1150,3,76,485000
4,2.25,3380,2,78,470000
4,2.25,2340,1,52,465000
3,1.75,1540,2,59,450000
4,1.5,1960,2,69,442000
3,2.5,1600,3,76,435000
2,1.75,1350,2,76,430000
5,2.5,3860,2,74,430000
3,2.5,1400,2,56,430000
3,1.75,1060,1,57,420000
3,2.5,1970,3,72,419000
2,1.75,1270,3,61,416000
2,2,1130,3,70,411000
4,2.5,1900,1,63,410000
4,2.25,2510,3,59,410000
3,1.75,1620,1,65,395000
5,2.5,2740,1,69,378800
2,1,1040,3,61,358803
5,1.75,1830,2,56,354000
4,2.5,2380,1,80,350000
2,1.75,1640,2,54,349950
4,2.5,1830,1,79,338900
2,1,1010,1,72,337000
2,1,870,1,61,334850
4,2,1650,3,62,334009
3,2.5,1870,2,74,330000
4,1,1900,3,66,327000
3,2.25,2450,1,64,325000
4,2.75,2140,1,72,304400
3,1.75,1370,1,54,301950
4,1.5,1460,3,59,300000
3,1.75,1290,2,64,288790
3,2.5,1580,1,72,280000
4,2.5,1810,2,59,279000
3,1.5,1320,3,52,275000
3,2.5,1770,2,63,270000
3,1,990,2,52,269950
3,2.5,1720,3,67,263000
2,1,1270,3,74,260000
2,1,1440,3,69,255500
3,2,1590,1,64,255000
3,1.5,1240,2,74,255000
3,2.5,1530,2,64,255000
3,1,1160,3,56,254000
3,1,1240,2,80,230000
2,1,840,1,59,218450
2,1,1040,2,55,210000
3,2,1250,1,78,208000
3,1,1390,2,77,199000
3,1,960,2,75,193000
2,1,1310,1,74,187300
2,1,1280,2,63,170000
3,1,770,2,77,156000
3,1,880,2,69,128750
3,1.75,2140,3,62,680000
4,1,1640,3,78,519000
4,2.5,2790,1,56,374950
3,2.5,2060,3,67,356250
3,1,860,1,61,205000
4,3.75,3450,2,73,1670000
3,2.5,3470,3,62,1050000
6,3.5,2410,3,55,767500
4,2.5,2990,1,74,760000
4,2,2320,1,72,666570
4,3.5,3820,1,53,550000
3,1.75,2370,3,80,385000
4,1,1310,3,78,370000
4,2.5,3320,3,77,1800000
3,2.25,4470,2,65,1480000
3,2.5,2390,1,73,1350000
4,3,2760,1,56,1340000
5,3.5,4410,3,80,1100000
4,3,3590,3,56,879000
4,2.25,2720,2,74,840000
4,3.75,3320,1,80,802500
3,1,1175,1,64,775000
3,2.5,2890,2,54,775000
3,2.5,2050,1,79,760000
4,3,2630,1,69,731688
4,2.5,2440,2,62,700000
3,2.75,2190,2,70,700000
3,1.5,2540,1,72,690000
3,2,1740,3,80,677915
3,3.25,1720,2,77,675000
5,3.5,3990,2,78,668000
4,2.5,2670,1,51,668000
3,2.5,2430,3,63,650000
6,2.5,3880,1,70,635000
3,2,1730,2,70,625000
4,2.25,2470,3,56,625000
3,2.5,2360,2,71,625000
3,2.5,1990,2,75,579000
4,2.5,2590,1,51,576000
3,2.5,1530,2,71,570000
4,2.5,2440,3,72,562500
3,2,1840,3,76,560000
4,2.5,2280,1,70,560000
4,1,2420,3,55,550000
2,1.75,1140,1,50,549900
4,2.5,3260,3,64,538000
3,2.5,2020,3,50,528000
3,1.75,1620,3,61,514000
2,2.25,1170,2,80,512000
4,2.75,2100,3,53,503000
3,1,1710,2,80,502000
3,2.5,2410,3,69,500000
4,2.75,2760,3,66,492500
3,2.5,2870,3,76,485000
2,2,1440,1,53,475000
3,2.5,3800,2,61,472000
4,2.5,3281,3,63,471835
3,2.25,2080,3,68,450000
4,2.5,3100,3,72,449950
2,1,980,3,58,447000
5,3.5,3390,3,65,439900
2,1,1650,3,79,435000
3,1.75,2000,1,60,427000
2,1,1150,1,79,425000
3,2,1640,3,54,408000
3,1.75,1390,2,76,400000
4,2.5,2154,1,64,390000
3,2.5,2029,1,59,384435
3,1.5,1370,3,59,375000
3,2.5,1650,3,58,370000
2,1,680,3,64,365000
3,1.75,1070,3,65,361500
3,1.75,1330,2,69,360000
3,2.75,2540,2,77,359950
4,2.25,2470,3,76,359900
3,2.5,1890,2,74,347500
3,3.25,1500,3,79,346000
4,2.5,2330,2,70,337500
3,1.5,1560,3,73,335000
4,2.25,2280,2,64,335000
4,2.5,2410,2,75,334950
3,1.5,1510,2,60,327000
3,1,1060,3,70,326250
3,1.75,2050,3,80,324950
4,2.75,2200,2,75,315000
4,2.5,1770,1,69,309950
3,2.75,1850,3,71,303000
5,1,1940,3,52,300000
4,1.5,1530,3,70,299800
2,1,820,2,56,294000
2,1,850,1,76,290000
3,1.5,1560,2,58,265000
3,2.5,1740,2,68,261500
4,1,1390,2,53,261000
3,1,1400,1,59,253000
3,2,1430,1,52,246500
3,1,1090,3,52,240000
3,2,1350,3,52,233000
3,2,1450,3,68,230000
3,1,1010,1,53,229900
3,1,1440,3,50,229900
4,1.5,1200,1,65,226000
2,1,1030,3,76,225000
4,2,1540,3,74,215000
3,1,1520,1,57,210000
3,1.5,1920,3,69,210000
2,1,700,1,68,209995
2,2,890,3,80,207950
2,1,740,2,66,178500
3,1,1030,2,61,175000
4,3.75,4520,1,59,1250000
4,2.5,2610,2,65,1000000
4,2.5,3500,1,52,917000
4,3.5,3600,1,69,870515
2,1.75,1900,1,60,869000
6,3.75,3160,3,59,848750
4,2.5,2380,3,75,835100
4,2.5,2910,2,56,810000
4,3.5,3670,3,57,796000
4,2,1510,3,57,791500
4,2.5,2270,3,78,780000
4,1,3390,2,64,780000
5,1.75,2440,2,54,765000
2,1,1410,2,55,760000
3,2.25,3270,2,52,750000
5,3.5,2720,2,78,740000
4,2.5,3550,2,71,730000
4,2.5,2990,3,71,725000
3,2.5,2190,3,80,700000
3,2.5,2580,1,70,699000
4,3.25,3730,2,64,690000
4,2.5,2660,1,66,667400
3,2.5,2510,1,67,667000
3,1.75,2070,2,60,645000
3,2.5,2390,2,67,640000
4,2.5,2210,1,60,639000
3,1.75,4000,2,70,628000
5,1,3240,1,60,625000
3,2.25,2190,3,56,620000
3,3.25,1470,1,61,615000
5,2.75,2930,2,65,610000
3,2.25,2300,1,79,590000
4,2.25,2580,3,68,588000
3,1.75,1740,2,70,585000
3,1.75,1930,1,67,568000
4,2.5,2600,1,68,540000
4,2.5,2810,2,52,518380
6,4.5,3300,1,70,510000
6,4.5,3300,1,67,510000
3,3,1560,3,76,503045
3,1.5,2240,3,76,495000
3,1.75,1770,1,53,487000
3,2.75,2290,2,73,481000
3,2,1580,3,64,480000
3,2.5,2630,2,54,475000
4,2.5,1850,1,57,470000
5,3.25,3910,1,75,470000
2,2,1480,3,64,459000
3,2,2270,2,74,452000
5,3,2260,1,67,451000
3,2.5,2320,3,74,447500
3,2,1790,2,72,440000
3,2.75,1830,1,76,434000
3,1.75,1380,3,60,425000
4,2,2280,1,61,420000
4,1.5,1850,2,60,399950
2,2,1340,2,72,389000
3,1,920,3,58,380000
3,1.75,1750,3,66,380000
2,2.5,1400,2,67,372500
2,1,980,3,56,365000
3,1.75,1300,1,80,360000
2,2.5,1278,2,68,358000
3,2,1690,2,50,356200
3,2.5,2100,2,58,350000
2,2.5,1280,1,69,350000
4,2.5,2280,3,53,349000
3,1,1320,3,73,339950
4,2.5,2610,3,63,337000
4,1,1780,1,67,336000
2,2,1380,2,58,335000
3,2.25,2060,1,64,335000
4,2.5,2229,1,55,324950
4,2.5,2038,3,76,319950
4,2.5,2100,1,68,305000
2,1,1095,3,56,302282
3,1,1110,3,79,302000
2,1,1070,1,66,299000
3,2.5,1852,3,50,298000
4,2.5,1850,2,53,295000
2,1,850,1,65,294000
3,2.25,1310,1,75,291750
3,1.75,1690,2,55,289000
3,1.5,1200,1,51,279500
3,1,1320,3,62,279000
4,2,1560,3,51,279000
3,1,1000,3,64,275000
4,2.25,2115,1,70,272000
3,2,1660,3,79,269950
3,1.75,1760,3,62,269950
3,2.5,1780,1,59,265000
3,1.75,2200,3,78,265000
3,2,1390,1,50,258000
4,1.5,1360,3,52,257500
4,2.75,1760,2,53,255000
3,1,1250,1,77,250000
4,2.25,1500,1,70,215000
4,1.75,1610,2,63,215000
3,1.75,1570,3,73,209950
4,1,1630,3,63,209950
3,2.25,2070,3,54,196000
2,1,1000,3,54,189900
3,2.5,1730,1,65,187000
2,1.5,1360,3,56,150000
3,1,840,3,72,86500
4,2.25,3920,1,62,1480000
3,3.25,3786,2,78,1380000
4,3,4120,1,50,1300000
4,3.25,3740,1,53,1140000
4,3,2290,2,62,991700
4,2.5,2580,1,62,899000
4,2.75,3080,2,59,889950
4,3.5,4210,2,67,884744
4,2.75,3020,1,72,879950
4,4,3770,1,68,872000
3,3.75,3830,1,68,865000
4,2,3380,3,65,850000
4,1,2500,1,63,850000
4,3,4480,1,56,835000
2,2.5,2210,2,53,820000
4,2,2530,3,59,813500
3,2,1840,1,75,778000
5,2.75,3360,2,55,769995
5,2.75,3010,2,57,769995
5,2.75,3030,2,51,768000
2,2.5,2630,1,77,750000
4,2.5,3170,2,72,748000
3,1.75,2180,2,56,705000
3,2.5,1300,3,65,690000
3,2.5,3450,3,76,685000
4,2.5,2460,3,59,653750
4,2,1410,1,65,625000
4,2.5,2610,1,66,610360
3,2,2420,3,78,590000
2,1,1190,2,71,587100
4,2.5,1860,1,50,585000
3,2.5,2000,2,80,577500
3,2.25,2680,1,64,575000
3,3,3290,2,61,562000
3,2.5,1630,3,73,557000
3,2.25,2700,1,61,552500
4,1.5,1470,2,60,551000
3,2,1420,1,71,550000
4,3.5,3906,2,74,549950
2,1,1470,1,78,548000
4,2.75,3410,1,54,545000
2,3.5,2560,3,64,535000
4,2.5,2370,1,70,530000
6,4.5,3300,3,77,510000
3,2.25,1580,1,71,500000
4,2.5,2510,3,80,490000
4,2.5,2420,1,72,485000
3,2.5,1640,3,67,480000
3,2.5,2150,3,57,465000
4,3,2480,1,75,455000
4,2.5,2090,2,73,455000
3,2.25,1760,1,71,450000
3,2.5,1530,3,58,449950
3,2.75,2070,3,66,440000
3,2.5,1540,2,62,439950
4,2.5,2440,1,62,435000
3,1,1230,3,58,433500
6,3,2630,1,68,430000
3,2,1540,2,71,425000
5,2.75,1340,3,54,425000
3,1,1280,2,68,425000
4,2.75,2950,2,55,424900
2,1.75,1060,2,61,420000
4,2.5,2030,1,57,420000
3,1.75,1470,2,54,415000
3,1.75,1490,3,58,411000
3,2.25,1790,2,66,410000
3,2.5,1090,3,79,394950
3,2,1160,1,53,394000
2,1,890,1,66,391000
4,2.5,1840,1,70,390000
4,2.5,1890,3,76,389999
3,2.25,1830,3,56,379500
5,2.5,2840,2,69,375000
3,1.5,1110,3,65,375000
3,1,940,2,76,355000
3,1,1130,3,51,350000
2,1,1060,2,73,344000
3,2.5,1470,1,67,337000
3,1.75,1400,1,69,335000
3,2.5,2330,1,67,325000
3,2,1540,3,66,324000
3,2.5,1990,3,53,310000
2,1,1560,2,77,310000
3,2.5,2140,1,65,302000
3,2.25,1940,2,53,299000
4,2.25,1830,3,55,295000
